author,followers,date,message,hashtags,retweet,location,score,sentiment,likes,popularity score,reach score,relevance score,company,sector
papasan0917,1166,2022-11-28 08:17:50+00:00,"RT @x45chanx: 💙本日5回目present💙

ギフト券1,000円 1名様
【PayPay Amazon iTunes】

∇応募条件∇
💙私と@ariyuki_luv のフォロー
💙リツイート
🆙引用RTも抽選対象

💙11/29 23:59〆 https://…",None,33,懸賞初心者,0.7345,positive,53213,53246,-2966,134839,amazon,Technology
ansyo8,7070,2022-11-28 08:17:50+00:00,"RT @Job_Chocolat: ／
Amazonギフト券💸
プレゼントキャンペーン 🎁
＼

フォロー＆RTで1名様に
アマギフ1⃣0⃣0⃣0⃣分が当たる🎁✨
11/28 555日目🗓

👍応募方法
①@Job_Chocolat
をフォロー
②この投稿をRT

さらに！
い…",None,183,,0.7964,positive,34005,34188,-688,158930,amazon,Technology
nishimura810,0,2022-11-28 08:17:49+00:00,"RT @NIKKE_japan: 【ヒーローの光PV公開記念】
PV公開を記念してキャンペーンを開催！
Amazonギフトコードまたはアクリルスタンドを抽選でプレゼント🎁

◆参加方法
1.@NIKKE_japanをフォロー
2.このツイートをRT

◆開催期間
11月24日〜…",None,23995,,0.4404,positive,89,24084,-156,24097,amazon,Technology
Kenkenshoman,11535,2022-11-28 08:17:49+00:00,"RT @x45chanx: 💙本日5回目present💙

ギフト券1,000円 1名様
【PayPay Amazon iTunes】

∇応募条件∇
💙私と@ariyuki_luv のフォロー
💙リツイート
🆙引用RTも抽選対象

💙11/29 23:59〆 https://…",None,33,🎀🐇🍊ིྀ🎀ིྀ👼🦁҇🤔💎,0.7345,positive,152644,152677,887,506287,amazon,Technology
u_gata1,1414,2022-11-28 08:17:49+00:00,"RT @MINI__Streaming: 【🏆11/28 ランキング情報 16:00🏆】
🟣Amazon🟣

#SPECTRA 
✦急上昇 圏外
✧︎全てのジャンル 圏外
✦ダウンロード 1位👑✨🙌

Amazonランキングは100位以内のみの表示です！！
絶対にランクインさせ…",Spectra,8,低浮上 FRBお好きにどうぞ,0.3182,positive,8930,8938,219,31107,amazon,Technology
SeeOtterTV,121,2022-11-28 08:17:49+00:00,"RT @SeeOTTerTV_bot: A new Jason Stephenson @relaxmeonline video:
""Sleep Hypnosis: Connect With Your Higher Self &amp; Find Inner Peace""
was add…",None,1,"San Jose, CA",0.5423,positive,8167,8168,-54,14943,amazon,Technology
ffgdgff25677379,0,2022-11-28 08:17:49+00:00,"Amazon 気になる商品をご紹介★

Apple MacBook Pro 2016  Thunderbolt(USB-C)3ポートx 2(13インチPro 8GB RAM 256GB SSD 2.0GHz) スペースグレイ (整… https://t.co/5Bif8bqOya",None,0,,0.1779,positive,0,0,0,3,amazon,Technology
jM0AC5ZMWj3qJwN,4554,2022-11-28 08:17:49+00:00,"RT @miguei_777: 𝑴𝒊𝒈𝒖𝒆𝒍 𝑷𝒓𝒆𝒔𝒆𝒏𝒕𝒔 🦸🏻‍♂️🪄⋆͛*͛

／

毎日誰かに必ず当たる🧊
《 選べる3,000円 》

ギフト券抽選で1名様へ
　　　　
　　プレゼント🎁
＼

《応募方法》
▫️フォロー
▫️この投稿をリツイート

《締切日》11月…",None,899,北海道 ,0.4404,positive,222191,223090,-411,418375,amazon,Technology
toy42pyidh,3,2022-11-28 08:17:48+00:00,"Visine A C Astringent Redness Reliever Eye Drops, 0 5 Fluid Ounce EWOWXML

https://t.co/Gtan3nX7cJ https://t.co/Wkzi5dqrzB",None,0,,0.3612,positive,0,0,1,2793,amazon,Technology
WOEVID7fec1CtzD,378,2022-11-28 08:17:48+00:00,"RT @Lets_BOATRACE: CM12話公開キャンペーン🛥️💨
フォロー&amp;この投稿をRTでAmazonギフトカード1000円分が800名に当たる🎊

Wチャンス⚡️
#最強師弟コンビ をつけて感想をツイートした人の中から100名に2000円分プレゼント🎁
https:/…",最強師弟コンビ,9773,日本,0.4404,positive,5186,14959,-1331,15696,amazon,Technology
mp1oIii2pac,86,2022-11-28 08:17:48+00:00,"RT @ShiningNikki_JP: 【キャラクターソング】

11月28日より各種サブスクにて
ニキ(CV:花澤香菜)が歌う
『願いは未来』の配信が開始しました✨

🔽配信サービス一覧
https://t.co/i9TheP0MKA

このツイートをRT&amp;フォローで
Am…",None,406,,0.3182,positive,7174,7580,-143,12764,amazon,Technology
hiotan1992,630,2022-11-28 08:17:48+00:00,"RT @LINEMUSIC_JP: 💥7日間毎日挑戦🏃🏻🏃🏻‍♀️💨

／
#LINEMUSIC 7年間音楽まとめ🌿
記念キャンペーン🎉
＼

フォロー&amp;RTでAmazonギフト券
1,000円分がその場で当たる🎈

#7日目⏳11/28 23:59まで
結果はリプで🔎

〖あ…",Linemusic,5553,,0.4019,positive,4390,9943,-3981,23189,amazon,Technology
Karlee12R,0,2022-11-28 08:17:48+00:00,"Kids Allergy Medicine by Hyland's 4Kids, Non Drowsy Childrens Complete Allergy Relief Syrup, Safe and Natural for I… https://t.co/AwWj1w7mPo",None,0,,0.8176,positive,0,0,-2,940,amazon,Technology
FRobertszml,0,2022-11-28 08:17:48+00:00,"Yankauer Handle, with Vent, Bulb tip, Rigid, Each QOUW4CN

https://t.co/LA6XlJhAgK https://t.co/s0PZC2HtlY",None,0,,-0.128,negative,0,0,-2,715,amazon,Technology
s_u_k_i___love,2219,2022-11-28 08:17:48+00:00,"RT @x45chanx: 💙本日5回目present💙

ギフト券1,000円 1名様
【PayPay Amazon iTunes】

∇応募条件∇
💙私と@ariyuki_luv のフォロー
💙リツイート
🆙引用RTも抽選対象

💙11/29 23:59〆 https://…",None,33,,0.7345,positive,53016,53049,-2782,107617,amazon,Technology
secondeggsecond,160,2022-11-28 08:17:48+00:00,"RT @PrimeVideo_JP: 「私は医師であり、怪物だ。」

『モービウス』
見放題独占配信開始🦇

幼い頃から血液の難病を患う天才医師“モービウス”(ジャレッド・レト)。
同じ病に苦しむ親友のために、コウモリの血清を自分自身に投与するという危険な方法を試すが…

▶️…",None,412,,0.34,positive,9569,9981,-1009,14319,amazon,Technology
Vq7bSNXE9,13,2022-11-28 08:17:47+00:00,"RT @Lets_BOATRACE: CM12話公開キャンペーン🛥️💨
フォロー&amp;この投稿をRTでAmazonギフトカード1000円分が800名に当たる🎊

Wチャンス⚡️
#最強師弟コンビ をつけて感想をツイートした人の中から100名に2000円分プレゼント🎁
https:/…",最強師弟コンビ,9773,,0.4404,positive,9,9782,-493,10569,amazon,Technology
sirius521,1313,2022-11-28 08:17:47+00:00,"RT @Min_FX: ＃みんなのFX 国内FX業者唯一「＃チェココルナ /円」※当社調べ リリース記念🎉

抽選で「Amazonギフトカード2000円分」が
100名様に当たる🎯
12/25(日)まで毎日参加OK

①@Min_FXをフォロー
②この投稿を11/29 9:59…",みんなのFx,2981,,0.4019,positive,459,3440,-3515,149029,amazon,Technology
GpLSxdred2Zv5bR,545,2022-11-28 08:17:47+00:00,"RT @miguei_777: 𝑴𝒊𝒈𝒖𝒆𝒍 𝑷𝒓𝒆𝒔𝒆𝒏𝒕𝒔 🦸🏻‍♂️🪄⋆͛*͛

／

毎日誰かに必ず当たる🧊
《 選べる3,000円 》

ギフト券抽選で1名様へ
　　　　
　　プレゼント🎁
＼

《応募方法》
▫️フォロー
▫️この投稿をリツイート

《締切日》11月…",None,899,,0.4404,positive,2853,3752,-3196,13301,amazon,Technology
OldGreyRabbit,2021,2022-11-28 08:17:47+00:00,"RT @authordlewis: Good question @lalaburrow Here's a list from the front pages of the newest, SAS Brothers In Arms. I guess starting with t…",None,1,Australia,0.4404,positive,391466,391467,-2943,556984,amazon,Technology
angiuoniluigi,7842,2022-11-28 08:17:47+00:00,"RT @ilpost: Durante il fine settimana, in diversi paesi del mondo, ci sono state manifestazioni contro Amazon in occasione del Black Friday…",None,1,"Mercato San Severino, Campania",0.3612,positive,11475,11476,-713,348006,amazon,Technology
dhl_f2,0,2022-11-28 08:17:47+00:00,"RT @crosspod1242: ㊗️新番組🆕放送記念🎊
📢フォロー&amp;RT #キャンペーン 開催🎉

📻「橋本直と鈴木真海子のCROSSPOD」
🙋‍♀️2人のパーソナリティーが、まだ知らないPODCASTに出会い広めていく番組✨

1️⃣このアカウントをフォロー
2️⃣この…",キャンペーン,5781,,0.6124,positive,2,5783,-30,5782,amazon,Technology
meromerone22,145,2022-11-28 08:17:47+00:00,RT @historyinmemes: 17-year-old Juliane Koepcke was sucked out of an airplane after it was struck by lightning in 1971. She fell 2 miles to…,None,21322,,-0.6124,negative,148702,170024,-3513,185263,amazon,Technology
kumanosuke38,217,2022-11-28 08:17:47+00:00,"RT @kkunsub: /
 本日7回目拡散企画🎁
\

選べるギフト券500円
抽選でプレゼント🎁

◎応募方法
1. このツイートのRT・いいね
【 引用RTで当選確率2倍です】
2. 引用元のRT・いいね

締切・11/28 (23:59〆)まで‼️

※当選発表このア…",None,155,,0.7003,positive,465,620,-662,1765,amazon,Technology
_kathiiie,9319,2022-11-28 08:17:46+00:00,"RT @JojoNitq: Are you an internet user who spend more time online without any positive income? 
With publishing without writing, U can earn…",None,57,somewhere in your heart😌,-0.4449,negative,38980,39037,5018,89422,amazon,Technology
ripopo23,3791,2022-11-28 08:17:46+00:00,"RT @kasegidase55: [👻第1回プレゼント企画👻]  20名様

☆   内容　Amazonギフト　1500円分　☆

応募条件

・フォロー&amp;リツイート&amp;いいね　🙇‍♂️
　引用リツイートはお辞めください。

・18歳以上(※トラブル防止の為)

配布時期　12…",None,474,,-0.3182,negative,45712,46186,-41,161444,amazon,Technology
hand71gljbn,2,2022-11-28 08:17:46+00:00,"Lice Sisters Head Lice Treatment Kit - Non-Toxic, Natural Spray Treatment with Comb, Kills Lice and Eliminates Eggs… https://t.co/wocfxTGyX6",None,0,,-0.25,negative,0,0,-1,1884,amazon,Technology
johnston67ghqd,5,2022-11-28 08:17:46+00:00,"Coleman DEET Free Snap Band Insect Repellent Bracelet FVZY86K

https://t.co/tBXgC9YgbY https://t.co/PFREZq3OBw",None,0,,0.5106,positive,0,0,3,2518,amazon,Technology
zachary12f,6,2022-11-28 08:17:46+00:00,"Dr  Scholl's Odor-X Odor Fighting Spray Powder 4 70 oz (Pack of 10) 2LIJYFT

https://t.co/mXJlLfnQcp https://t.co/hTQfrh4rEd",None,0,,-0.3612,negative,0,0,3,3197,amazon,Technology
b_terstoreshop,135,2022-11-28 08:17:46+00:00,"Amazon prime 🪄🍀

❤︎ 30 Days : 75 Baht !

รวมหนังต่างประเทศ มีซับไทย รับชมแบบความคมชัดสูงสุด รับประกันตลอดการใช้งาน… https://t.co/Z8QsYgjR5Q",None,0,,0.2481,positive,259,259,60,3397,amazon,Technology
fcgfdgf52199192,0,2022-11-28 08:17:46+00:00,"うわー、いいな✨
リリーブラウンのシアープリーツスカートがAmazonで60%オフだって😳

ハイウエストで、
細身のシルエットだからスタイルが良く見える😊

キレイめコーデやオフィス用にも使えそうだから、
一着欲しいな❤️… https://t.co/eCCRl93bou",None,0,,0.8074,positive,0,0,0,5,amazon,Technology
freshcream301,1239,2022-11-28 08:17:46+00:00,"RT @xteen_official: #XTEEN #TRACKS

👑Latest Release「GLORIA」
SUBSC / DROPPED ON STREAMING
( Spotify / Apple Music / Youtube Music / Amazon M…",Xteen,5,兵庫県伊丹市,0.1779,positive,557907,557912,-900,1196932,amazon,Technology
hrhkr01,3604,2022-11-28 08:17:46+00:00,"RT @miguei_777: 𝑴𝒊𝒈𝒖𝒆𝒍 𝑷𝒓𝒆𝒔𝒆𝒏𝒕𝒔 🦸🏻‍♂️🪄⋆͛*͛

／

毎日誰かに必ず当たる🧊
《 選べる3,000円 》

ギフト券抽選で1名様へ
　　　　
　　プレゼント🎁
＼

《応募方法》
▫️フォロー
▫️この投稿をリツイート

《締切日》11月…",None,899,🧼🐷,0.4404,positive,33811,34710,-521,152183,amazon,Technology
biss0001,7963,2022-11-28 08:17:46+00:00,"RT @okashinosakai: Amazonでも人気です😊👍

🎂クレーム・オ・ブール ５号 直径15cm 12月23日お届け
https://t.co/RE5RYXmSFF

#お菓子のさかい #クリスマスケーキ https://t.co/Y1Krn21Xvw",お菓子のさかい,3,福島 石川町,0.7184,positive,51615,51618,2,104512,amazon,Technology
chiekoff11,660,2022-11-28 08:17:46+00:00,"⏹️再販・入荷速報＆予約情報⏹️

🔴ポケモンカードゲーム ソード＆シールド 強化拡張パック ダークファンタズマ BOX
https://t.co/uweUBurebr

✅人気です（ツイート時点の在庫なので無くなっている可能性あり）",None,0,Amazonアソシエイト,-0.5267,negative,250,250,147,120589,amazon,Technology
6sw6QWyakaC1lG9,236,2022-11-28 08:17:45+00:00,"RT @evercolor1: 【数量限定】​
エバーカラーワンデーニコリ ​
#サマーフラワー 🌞  ​
うるっと さりげなベージュ♥ ​  ​

＼毎日開催／ ​
Amazonギフト券500円分を1,000名様にプレゼント🎁  ​
①@evercolor1 をフォロー ​…",サマーフラワー,5005,,0.7964,positive,74,5079,-789,5863,amazon,Technology
YM_bridal1202,339,2022-11-28 08:17:45+00:00,"RT @ShiningNikki_JP: 【キャラクターソング】

11月28日より各種サブスクにて
ニキ(CV:花澤香菜)が歌う
『願いは未来』の配信が開始しました✨

🔽配信サービス一覧
https://t.co/i9TheP0MKA

このツイートをRT&amp;フォローで
Am…",None,406,島根 ⇒ 福岡  ⇒ 浜田！！,0.3182,positive,20493,20899,28,29130,amazon,Technology
2nd_Furusato,1599,2022-11-28 08:17:45+00:00,"日本の伝統工芸を応援😄
Amazonから真壁石燈籠を探しました！
(誤報があれば申し訳ありません)

アマゾンのセールスランク 9152 位！

【墓石 灯籠】のぼり旗 （日本ブイシーエス）NSV-0172

テトロンポンジ製
サ… https://t.co/tXrFbbaLBs",None,0,Amazonassociatesに参加しています,0.6705,positive,671,671,-672,274926,amazon,Technology
gislason96pqot,5,2022-11-28 08:17:45+00:00,"Nit Free Professional Natural Lice-Fighting Kit DHGQOSF

https://t.co/8CeoqiuNkJ https://t.co/alALVW58AD",None,0,,0.7003,positive,0,0,3,4294,amazon,Technology
NnGxj,4,2022-11-28 08:17:45+00:00,"Lice Treatment (4 FL OZ), Made in USA | Lice Ice Extra Strength - The Ultimate Head Lice Treatment for Kids and Adu… https://t.co/VouMws33GN",None,0,,0.4939,positive,0,0,3,2005,amazon,Technology
kelsi94i,7,2022-11-28 08:17:44+00:00,"Foot Odor Eliminator for Smelly Feet &amp; Footwear, Foot Care Powder, Freshens Better Than Spray Deodorant NDQFVFZ… https://t.co/eBI3gr2Bmm",None,0,,0.7269,positive,0,0,4,3617,amazon,Technology
DBodegwa,8,2022-11-28 08:17:44+00:00,"Hydrocortisone Maximum Strength Cream 1% with Aloe, USP 1oz (Compare to Cortizone-10) 1 Tube JESWNDF… https://t.co/w7gBLbLivW",None,0,,0.4939,positive,0,0,7,3963,amazon,Technology
nya2544,489,2022-11-28 08:17:44+00:00,"RT @ShiningNikki_JP: 【キャラクターソング】

11月28日より各種サブスクにて
ニキ(CV:花澤香菜)が歌う
『願いは未来』の配信が開始しました✨

🔽配信サービス一覧
https://t.co/i9TheP0MKA

このツイートをRT&amp;フォローで
Am…",None,406,,0.3182,positive,13914,14320,-2051,220672,amazon,Technology
arareume_ini,567,2022-11-28 08:17:44+00:00,"RT @MINI__Streaming: 【🏆11/28 ランキング情報 16:00🏆】
🟣Amazon🟣

#SPECTRA 
✦急上昇 圏外
✧︎全てのジャンル 圏外
✦ダウンロード 1位👑✨🙌

Amazonランキングは100位以内のみの表示です！！
絶対にランクインさせ…",Spectra,8,日本,0.3182,positive,7831,7839,-20,74239,amazon,Technology
dfgfdgf58502138,0,2022-11-28 08:17:44+00:00,"販売再開速報！

    #メガミデバイス Chaos &amp; Pretty アリス 全高約150mm 1/1スケール プラモデル

    09:01:34　Amazonにて購入可能！

    詳細：

https://t.co/RfmeQFHHbP

メガミデバイス

9",メガミデバイス,0,,-0.128,negative,0,0,0,10,amazon,Technology
kelli66zkdk,4,2022-11-28 08:17:43+00:00,"Towelettes, Pre-Contact Solution, Wallmount Dispenser -50 counts ZT24H5B

https://t.co/L76AECebsn https://t.co/6o5O8sew7t",None,0,,0.3182,positive,0,0,3,2240,amazon,Technology
saku2082,339,2022-11-28 08:17:43+00:00,"RT @ShiningNikki_JP: 【キャラクターソング】

11月28日より各種サブスクにて
ニキ(CV:花澤香菜)が歌う
『願いは未来』の配信が開始しました✨

🔽配信サービス一覧
https://t.co/i9TheP0MKA

このツイートをRT&amp;フォローで
Am…",None,406,,0.3182,positive,5296,5702,-3421,57895,amazon,Technology
fcgfdgf52199192,0,2022-11-28 08:17:43+00:00,"自動
(8/17 9時) Amazon 福祉ランキング 29位 浅井 郁子著『突然の介護で困らない! 親の介護がすべてわかる本～高齢の親を取り巻く問題で悩まない～』

https://t.co/iWP56bmo7f

突然の介護で困らない!

2",None,0,,0.3147,positive,0,0,0,5,amazon,Technology
rekishi_senyou,339,2022-11-28 08:17:43+00:00,"RT @punigray_staff: ＼綺羅星の誓いRTキャンペーン第3弾 4日目／

iPad Airやパニグレオリジナルマウスパッド、Amazonギフト券1000円分が当たるチャンス🎁

@punigray_staffフォロー&amp;本ツイートをRTすると、その場で結果が届く。…",None,8146,日本,0.4404,positive,9785,17931,-251,32589,amazon,Technology
hrhkr01,3604,2022-11-28 08:17:43+00:00,"RT @Yoasobi_Town: 11月28日 #猫と人の日🐈

＼フォロー＆RTキャンペーン／

抽選で1名様にAmazonギフト券
1⃣0⃣0⃣0⃣分をプレゼント🎁
①@Yoasobi_Town
をフォロー
②この投稿をRT🔁
いいねで当選率UP⁉️
⏰〆11/29 16…",猫と人の日,195,🧼🐷,0.128,positive,33811,34006,-521,151479,amazon,Technology
gokugoku992,233,2022-11-28 08:17:43+00:00,"RT @mt_mirai_bessou: 【「Grande」YouTubeチャンネル開設🎬
７回連続キャンペーン　第３弾】

／
抽選で５名様にAmazonギフト券5000円分をプレゼント🎯✨
＼

◆応募締切
2022年11月29日(火)13:00

◆応募方法　
①@mt_…",None,2239,,0.3182,positive,813,3052,-3482,31339,amazon,Technology
murazikbnrr,0,2022-11-28 08:17:42+00:00,"Vive Moist Heating Pad - Electric Heated Warming Hot Wrap for Heat Therapy on Back, Knee, Shoulder, Neck Pain, Peri… https://t.co/iBt6WdbwNj",None,0,,-0.4019,negative,0,0,-2,892,amazon,Technology
itsmesidex,5153,2022-11-28 08:17:50+00:00,"RT @Queen_Aeesha: Pretty girls listen to cool songs like Jiggy😌, this song is too sweetttt!🔥

https://t.co/dgF756FaQX https://t.co/QYe58Ynd…",None,43,"Sidneys, NG",0.8172,positive,62867,62910,2061,116320,Apple,Technology
cellosophia6,139,2022-11-28 08:17:50+00:00,"RT @searchfi_eth: APPLE 🤝 SpringfieldApes 
 
We're giving away 3 X FREEMINT @SpringfieldApes 
 
To enter:
🟣Follow 
@SpringfieldApes &amp; @eth_…",None,1354,,0.34,positive,118,1472,-106,1486,Apple,Technology
ffgdgff25677379,0,2022-11-28 08:17:49+00:00,"Amazon 気になる商品をご紹介★

Apple MacBook Pro 2016  Thunderbolt(USB-C)3ポートx 2(13インチPro 8GB RAM 256GB SSD 2.0GHz) スペースグレイ (整… https://t.co/5Bif8bqOya",None,0,,0.1779,positive,0,0,0,3,Apple,Technology
FatherOfTen_,11276,2022-11-28 08:17:48+00:00,"@Oghenebruno @Apple no be apple do this one, nah akpu",None,0,her house.xx🤡,-0.3818,negative,101829,101829,9853,207150,Apple,Technology
QfpCcGj50QJ5c5k,2712,2022-11-28 08:17:48+00:00,"RT @guruchoku_idol: ㊗️ライブアプリ『Smash.』にぐるちょくメンバーが登場決定✨✨

メンバーの素顔が見られる配信が毎日行われます👇👇
https://t.co/IBqQDPlzZA

右上窓で「ぐるちょく」と検索＋お気に入り通知でLIVE通知が届きます…",None,16,日本 東京,0.5574,positive,164264,164280,209,209234,Apple,Technology
ustinangelo,6573,2022-11-28 08:17:48+00:00,RT @Oghenebruno: @Apple wtf is this 😂 😂 https://t.co/hCqcYNb0dr,None,80,,0.25,positive,113575,113655,772,153013,Apple,Technology
freshcream301,1239,2022-11-28 08:17:46+00:00,"RT @xteen_official: #XTEEN #TRACKS

👑Latest Release「GLORIA」
SUBSC / DROPPED ON STREAMING
( Spotify / Apple Music / Youtube Music / Amazon M…",Xteen,5,兵庫県伊丹市,0.1779,positive,557907,557912,-900,1196932,Apple,Technology
srvbluesrock,1042,2022-11-28 08:17:46+00:00,"RT @SIfill_: So, listen. I just finished @maddow’s new podcast Ultra. This powerful warning shot, this unearthing of the threat of American…",None,2605,,-0.3716,negative,11282,13887,-386,20333,Apple,Technology
gonmaik,665,2022-11-28 08:17:45+00:00,"RT @MorinagaChoco: 『#fine 』『#Valkyrie 』『#UNDEAD 』『#DoubleFace 』の4ユニットが #DARS 🍫コラボで夢の競演！

本アカウントフォロー&amp;本投稿をRTで、抽選で50名様にデジタルコード1,000円分当たる🎁
締切：1…",Fine,28164,,0.4404,positive,25013,53177,-1998,75404,Apple,Technology
Kharacterr,14149,2022-11-28 08:17:43+00:00,"RT @Wilson_TrendiT: #FIFAWorldCup: Here is  FIFA's comment on Ronaldo’s penalty against Ghana 

Read More 👇 https://t.co/lo5d8dIRsD

| FSHS…",Fifaworldcup,36,Cloud 9 in Lagos❤️,-0.4588,negative,17564,17600,11445,70408,Apple,Technology
momchev12,4841,2022-11-28 08:17:42+00:00,Apple To Lose 6 Million iPhone Pros From Tumult At Chinese Plant,None,0,,-0.4019,negative,2982,2982,3633,16407,Apple,Technology
ki_hi_yu,295,2022-11-28 08:17:42+00:00,"RT @HOT_JAPAN_PJ: ／
#HOTJAPAN with #JO1
ANA Pocket コラボ
クリスマスチャレンジ開催！🎄✨
＼

お近くのららぽーとにある2つのスポットに
ANA Pocketでチェックインして、
JO1メンバーの限定壁紙をゲットしよう！🎁
詳…",Hotjapan,1285,,0.6369,positive,11417,12702,-161,19671,Apple,Technology
dudi_damdam1,124,2022-11-28 08:17:41+00:00,"RT @PARKJIMINM8: 🗳 NETIZENS REPORT (APP)

Please vote for Apo 💪🏻

iOS https://t.co/Zi5L3jJ4Hf
Android https://t.co/gnpT1Zipjo

#2M4LoveAPO2…",None,3,Dudidudidam,0.3182,positive,2376,2379,-320,33640,Apple,Technology
walsh35vjii,3,2022-11-28 08:17:39+00:00,"Nature's Clear Water Away Pills, Blend of Dandelion, Potassium, Green Tea, Apple Cider, Diuretic, Relieve Water Ret… https://t.co/DSbqboHUWS",None,0,,0.6249,positive,0,0,0,3990,Apple,Technology
apple_taster,101,2022-11-28 08:17:39+00:00,@star_jpn_1234 還元は金でお願いしますね👍✨,None,0,,0.3182,positive,10433,10433,-99,16500,Apple,Technology
i0n1ca,5917,2022-11-28 08:17:38+00:00,"RT @ingerisidemoni: https://t.co/wGlLHJFktv
Ce s'a intamplat defapt la fabrica #foxxcon din China, cea care asambleaza si #apple #iPhone @i…",Foxxcon,1,"Timisoara, Romania",0.4939,positive,43895,43896,5163,223443,Apple,Technology
yukiyaconcon32,508,2022-11-28 08:17:37+00:00,"RT @HOT_JAPAN_PJ: ／
#HOTJAPAN with #JO1
ANA Pocket コラボ
クリスマスチャレンジ開催！🎄✨
＼

お近くのららぽーとにある2つのスポットに
ANA Pocketでチェックインして、
JO1メンバーの限定壁紙をゲットしよう！🎁
詳…",Hotjapan,1285,,0.6369,positive,92725,94010,-18,174521,Apple,Technology
Melanie56415888,1,2022-11-28 08:17:37+00:00,"RT @searchfi_eth: APPLE 🤝 SpringfieldApes 
 
We're giving away 3 X FREEMINT @SpringfieldApes 
 
To enter:
🟣Follow 
@SpringfieldApes &amp; @eth_…",None,1354,,0.34,positive,8,1362,-39,1329,Apple,Technology
saramarutan1119,333,2022-11-28 08:17:36+00:00,"RT @HOT_JAPAN_PJ: ／
#HOTJAPAN with #JO1
ANA Pocket コラボ
クリスマスチャレンジ開催！🎄✨
＼

お近くのららぽーとにある2つのスポットに
ANA Pocketでチェックインして、
JO1メンバーの限定壁紙をゲットしよう！🎁
詳…",Hotjapan,1285,,0.6369,positive,6638,7923,-97,10161,Apple,Technology
caseyp_c,3,2022-11-28 08:17:35+00:00,"RT @WholeMarsBlog: Apple has released a software update limiting the use of AirDrop in China in light of recent protests. 

AirDrop was bei…",None,506,,-0.2263,negative,5662,6168,-375,6602,Apple,Technology
wonprem,229,2022-11-28 08:17:35+00:00,wts lfb ph mura / cheap premium accounts legit netflix solo and shared · disney plus / disney+ solo · canva pro · s… https://t.co/zs9WP2RF23,None,0,prem store ! est. april 2022,0.34,positive,20,20,9,77,Apple,Technology
izone_film2,1,2022-11-28 08:17:34+00:00,"RT @into__universe: [🧵]
지구미's PICK!🌏💜 컬러로 만든, 
𝐂𝐨𝐥𝐨𝐫 𝐨𝐟 𝐘𝐄𝐍𝐀 #𝐕𝐈𝐎𝐋𝐄𝐓 화보 공개🎀

오늘 저녁 7시! 유니버스에서 확인하세요
📲https://t.co/MyM1vHuQ3K

#UNIVERSE #유니…",𝐕𝐈𝐎𝐋𝐄𝐓,713,,0.6988,positive,144,857,-14,952,Apple,Technology
donutofthehead,830,2022-11-28 08:17:34+00:00,"RT @WholeMarsBlog: Apple has released a software update limiting the use of AirDrop in China in light of recent protests. 

AirDrop was bei…",None,506,latvérie,-0.2263,negative,10501,11007,-12,30508,Apple,Technology
warrenchien,140,2022-11-28 08:17:34+00:00,"RT @searchfi_eth: APPLE 🤝 SpringfieldApes 
 
We're giving away 3 X FREEMINT @SpringfieldApes 
 
To enter:
🟣Follow 
@SpringfieldApes &amp; @eth_…",None,1354,Beijing,0.34,positive,1208,2562,-1870,3643,Apple,Technology
harunamikun,901,2022-11-28 08:17:33+00:00,"RT @eldorado_ncity: {#hh_sells}

[ WTS LFB ] PH ONLY

• Rush selling! iPhone 12 PRO MAX 
• 52k (48k if payo)

— 128gb, Silver 
— No issues…",Hh_Sells,4,"
🇵🇭  |  he / him  |  '03
my constant, ジェヒョク.
🗑️ = sold  |  buy n' stan acc

10 in our eyes, 12 in our hearts
",-0.3595,negative,13422,13426,-1067,29552,Apple,Technology
cctish,1051,2022-11-28 08:17:33+00:00,Activists warn lives at risk over Elon Musk's amnesty plans for suspended Twitter accounts - Axios https://t.co/d3bAxnKWd6,None,0,,-0.6808,negative,38125,38125,-1149,143649,Apple,Technology
__ezekiell,2571,2022-11-28 08:17:33+00:00,"RT @Queen_Aeesha: Pretty girls listen to cool songs like Jiggy😌, this song is too sweetttt!🔥

https://t.co/dgF756FaQX https://t.co/QYe58Ynd…",None,43,where the money's at,0.8172,positive,18727,18770,1743,46788,Apple,Technology
hjevmattorres2,621,2022-11-28 08:17:33+00:00,"RT @lastfort_JP: 【#ラストサバ キャスト発表】

『 桜の刀姫』藤原千尋
CV：#大地葉

「剣術は、常に精確であるべし。」

💫フォロー&amp;RTで【大地葉さん直筆サイン色紙】を
#抽選 で5名様に🎁　〆12/5

今すぐダウンロード⬇️
https://t.c…",ラストサバ,754,,0.4404,positive,982,1736,-3428,14887,Apple,Technology
nazo_kuzya,332,2022-11-28 08:17:33+00:00,"RT @casinoleo_jp: 毎日『Apple Gift Card』🎁が当たる！

毎日RTすると、毎日抽選に参加できます💰

🔻参加方法
① @casinoleo_jpをフォロー
②この投稿をRT
③今すぐ抽選に参加する
https://t.co/zGgji1vydQ…",None,26,困った時はオールイン！！,0.4404,positive,5996,6022,120,12298,Apple,Technology
AirSrichaiwong2,639,2022-11-28 08:17:32+00:00,"RT @Thisshop_TH: 📣 APPLE DAY 📱 

🔥 สินค้าแบรนด์ APPLE ลดทุกชิ้น
🔥 ลดเพิ่มให้สูงสุด 1,000.-
🔥 แจกคูปองลดเพิ่มอีกสูงสุด 600.-

ใส่ตะกร้าแล้ว…",None,1,,-0.7351,negative,26084,26085,115,115110,Apple,Technology
