author,followers,date,message,hashtags,retweet,location,score,sentiment,likes,popularity score,reach score,relevance score,company,sector
LLLloyd1,3459,2022-11-28 05:24:53+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,WORLDWIDE LYON VENICE HAWAII,0.5859,positive,57728,60126,-1360,232815,exxonmobil,Energy
Ardamora,3648,2022-11-28 05:13:12+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,United States,0.5859,positive,522837,525235,-148,817286,exxonmobil,Energy
Lois__0,2,2022-11-28 05:06:23+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Los Angeles, CA",0.5859,positive,19,2417,-3,2415,exxonmobil,Energy
BeaverJaded,387,2022-11-28 05:04:47+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,45737,48135,-468,78530,exxonmobil,Energy
CawthonSandee,180,2022-11-28 05:01:11+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,55885,58283,-678,59774,exxonmobil,Energy
leemitchellr,2964,2022-11-28 05:00:15+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,252743,255141,-693,535024,exxonmobil,Energy
JohnPow42423170,169,2022-11-28 04:56:25+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Pocatello, ID",0.5859,positive,2246,4644,-406,6167,exxonmobil,Energy
aret_dom,0,2022-11-28 04:46:24+00:00,"Exxon Mobil has a potash problem in the Permian Basin
https://t.co/3g2vR16g6w",None,0,,-0.4019,negative,5,5,-41,3720,exxonmobil,Energy
rimonima,2445,2022-11-28 04:45:41+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,286000,288398,-1512,366482,exxonmobil,Energy
ronbosjd,3222,2022-11-28 04:43:06+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Louisiana, USA",0.5859,positive,273467,275865,-1004,444399,exxonmobil,Energy
DangerBonesA,5028,2022-11-28 04:36:13+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Phoenix, AZ",0.5859,positive,134387,136785,-573,175691,exxonmobil,Energy
Tabbersman,263,2022-11-28 04:32:14+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,119720,122118,-670,160136,exxonmobil,Energy
Zuhleika1,9509,2022-11-28 04:29:34+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,Wisconsin,0.5859,positive,143273,145671,-914,211138,exxonmobil,Energy
70Xaround_earth,206,2022-11-28 04:28:41+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,49 of the 50,0.5859,positive,62122,64520,-569,89623,exxonmobil,Energy
lisateach5,2771,2022-11-28 04:28:15+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,Illinois,0.5859,positive,69643,72041,-2195,165439,exxonmobil,Energy
DanReinhart24,2664,2022-11-28 04:28:14+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,40943,43341,-720,50907,exxonmobil,Energy
nicknole76,2111,2022-11-28 04:27:03+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"New Jersey, USA",0.5859,positive,443470,445868,-2131,617462,exxonmobil,Energy
hillmansl,1047,2022-11-28 04:20:45+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Boulder, Colorado",0.5859,positive,18244,20642,-2376,52809,exxonmobil,Energy
DamiNick124,2947,2022-11-28 04:18:39+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Virginia, USA",0.5859,positive,50119,52517,-1603,119262,exxonmobil,Energy
FlipSCBlue,5694,2022-11-28 04:12:16+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,United States,0.5859,positive,516516,518914,-565,641910,exxonmobil,Energy
MargaretAlick,5167,2022-11-28 04:10:44+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Ohio, USA",0.5859,positive,18257,20655,-25,48637,exxonmobil,Energy
MomSmurfette,2533,2022-11-28 04:03:42+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"New York, USA",0.5859,positive,41425,43823,-833,72014,exxonmobil,Energy
CrankyCrone1,5930,2022-11-28 04:03:07+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,Reddest part of Washington.,0.5859,positive,483821,486219,-326,716807,exxonmobil,Energy
vegasgolfgal,1700,2022-11-28 03:59:39+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Las Vegas, NV . Seattle, WA",0.5859,positive,50207,52605,-1953,65888,exxonmobil,Energy
Freewalker68,442,2022-11-28 03:49:52+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,91514,93912,-208,149635,exxonmobil,Energy
12doglady,3881,2022-11-28 03:49:25+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Swartz Creek, MI",0.5859,positive,6381,8779,-963,16552,exxonmobil,Energy
JitterCrow,2750,2022-11-28 03:48:41+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Rochester, NY",0.5859,positive,76145,78543,-352,125387,exxonmobil,Energy
JohnSindoni1,2556,2022-11-28 03:47:47+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Clearwater Beach, FL",0.5859,positive,4227,6625,-2441,8886,exxonmobil,Energy
clover2777,13585,2022-11-28 03:44:01+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Florida, USA",0.5859,positive,84740,87138,-84,121595,exxonmobil,Energy
lbarbara48_2,7654,2022-11-28 03:43:55+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,99114,101512,-459,213264,exxonmobil,Energy
disneym0m71,170,2022-11-28 03:42:48+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Winnipeg, Manitoba",0.5859,positive,60789,63187,-837,77875,exxonmobil,Energy
GBRapier,298,2022-11-28 03:42:10+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,175671,178069,-490,227737,exxonmobil,Energy
Maier12345,1386,2022-11-28 03:40:32+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Sunnyvale, CA",0.5859,positive,255593,257991,397,647528,exxonmobil,Energy
panamadeb2,2506,2022-11-28 03:39:24+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Gainesville, FL",0.5859,positive,3995,6393,-179,9911,exxonmobil,Energy
DemAgainstWar,2792,2022-11-28 03:39:23+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Los Angeles, CA",0.5859,positive,21787,24185,-279,48204,exxonmobil,Energy
SilvertipGrizz,1494,2022-11-28 03:37:35+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,The UCP-ian Republic,0.5859,positive,32869,35267,-3347,99765,exxonmobil,Energy
hendersam2022,797,2022-11-28 03:36:30+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,23965,26363,-569,60021,exxonmobil,Energy
JaneJesteadt,387,2022-11-28 03:35:25+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,197410,199808,-155,229125,exxonmobil,Energy
Chermill9,47,2022-11-28 03:33:55+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Georgia, USA",0.5859,positive,8215,10613,-682,11956,exxonmobil,Energy
wisequackranch,2556,2022-11-28 03:32:41+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,124716,127114,-2192,270125,exxonmobil,Energy
HjorthLaura,163,2022-11-28 03:32:39+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Hemet, CA",0.5859,positive,145093,147491,-1,148320,exxonmobil,Energy
stephenkoury,209,2022-11-28 03:30:21+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,Lakeland FL - Crested Butte CO,0.5859,positive,2603,5001,12,24354,exxonmobil,Energy
Americafrazzled,1697,2022-11-28 03:28:17+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,91891,94289,-2782,116025,exxonmobil,Energy
CaroleKessel3,181,2022-11-28 03:17:53+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,132419,134817,-315,181428,exxonmobil,Energy
silvercat551,122,2022-11-28 03:17:01+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,15239,17637,44,49249,exxonmobil,Energy
MsNashville,10048,2022-11-28 03:15:21+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Nashville, TN  USA",0.5859,positive,162350,164748,-172,325849,exxonmobil,Energy
PendemicBlog,289,2022-11-28 03:14:19+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,Occupy Womb,0.5859,positive,11438,13836,-74,19486,exxonmobil,Energy
TazKHC,2899,2022-11-28 03:13:10+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,248864,251262,891,608046,exxonmobil,Energy
jeanieresists,13912,2022-11-28 03:11:51+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,United States of America ,0.5859,positive,131580,133978,-1070,288613,exxonmobil,Energy
asiaimages,9956,2022-11-28 03:11:25+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Kanagawa-ken, Japan",0.5859,positive,403975,406373,2035,559775,exxonmobil,Energy
CuriousErth2_9B,20,2022-11-28 03:07:56+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,12166,14564,-326,32587,exxonmobil,Energy
DarleneDeRoche1,85,2022-11-28 03:05:10+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,103020,105418,-273,192304,exxonmobil,Energy
GinadeMiranda2,3010,2022-11-28 03:03:02+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"California, USA",0.5859,positive,308993,311391,-1981,720275,exxonmobil,Energy
Boothaler,155,2022-11-28 03:02:26+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,Maryland,0.5859,positive,11178,13576,-735,43716,exxonmobil,Energy
RitaLiLz,1741,2022-11-28 02:58:25+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Los Angeles, CA",0.5859,positive,206212,208610,174,289400,exxonmobil,Energy
FbmHero,765,2022-11-28 02:51:46+00:00,"RT @TwainsMustache: Exxon Mobil has a potash problem in the Permian Basin where it shares a chunk of land with mining companies, which make…",None,1,Currently all ard Perth & Sydn,-0.128,negative,55091,55092,-4092,72175,exxonmobil,Energy
cmf_nashville,2104,2022-11-28 02:50:38+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Sunnyvale, RI,FL,MI,TN   🇬🇷",0.5859,positive,110306,112704,-1470,166020,exxonmobil,Energy
MtSunshin,1784,2022-11-28 02:48:04+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Florida, USA",0.5859,positive,46538,48936,-363,77168,exxonmobil,Energy
CasoberR,1674,2022-11-28 02:46:57+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,19202,21600,-294,42032,exxonmobil,Energy
welmer225,3262,2022-11-28 02:46:31+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,Washington State,0.5859,positive,51618,54016,-504,79999,exxonmobil,Energy
MerryJon52,1115,2022-11-28 02:43:43+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,MN-Into politics-no DMs please,0.5859,positive,129508,131906,-1142,211640,exxonmobil,Energy
GoldmanSachBOT,112,2022-11-28 02:40:49+00:00,"Exxon Mobil Corp. (XOM) surprised the market with Q2 result. Goldman Sachs changed the rating to Hold, as Exxon Mob… https://t.co/Tz5PiAjOax",None,0,,0.2263,positive,0,0,111,188602,exxonmobil,Energy
kathylong401,1716,2022-11-28 02:37:38+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,United States,0.5859,positive,221280,223678,-1109,281830,exxonmobil,Energy
GrajaFae,310,2022-11-28 02:32:16+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,209058,211456,-57,404542,exxonmobil,Energy
Kuhlchic,846,2022-11-28 02:30:05+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,293935,296333,-1242,398145,exxonmobil,Energy
kmsg222,50,2022-11-28 02:29:12+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,57777,60175,-241,72584,exxonmobil,Energy
